"no","type","Word","Sub_Type","Type2","Type3","wildcard","Source_Politician","Low_Precision","Low_Recall","Other_Reason","Include","Comment","sort","multiword","duplicate","real_duplicate","added","regex_matches","regex_lookuptime","regex_sort","word_copy","popu_list","ches2014_antielite_std","ches2017_antielite_std","ches2017_peopleelite_std","ches2017_pop_std","cses5_pop_std","mean_cor","at_FPOE","at_Gruene","at_NEOS","at_OEVP","at_PILZ","at_SPOE","de_AfD","de_CDU","de_CSU","de_FDP","de_Gruene","de_Linke","de_Piraten","de_SPD","ch_BDP","ch_CVP","ch_EDU","ch_EVP","ch_FDP","ch_Gruene","ch_Gruenliberale","ch_SP","ch_SVP","at_mean","de_mean","ch_mean","at_FPOE_meandv","at_Gruene_meandv","at_NEOS_meandv","at_OEVP_meandv","at_PILZ_meandv","at_SPOE_meandv","de_AfD_meandv","de_CDU_meandv","de_CSU_meandv","de_FDP_meandv","de_Gruene_meandv","de_Linke_meandv","de_Piraten_meandv","de_SPD_meandv","ch_BDP_meandv","ch_CVP_meandv","ch_EDU_meandv","ch_EVP_meandv","ch_FDP_meandv","ch_Gruene_meandv","ch_Gruenliberale_meandv","ch_SP_meandv","ch_SVP_meandv"
3221,,"brav(e|er|en|em) stimmbürger(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenemstimmbürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.92,4,"brav(e|er|en|em) stimmbürger(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,,"brav(e|er|en|em) urnengänger(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenemurnengängersninnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"brav(e|er|en|em) urnengänger(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,,"brav(e|er|en|em) verbraucher(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenemverbrauchersninnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.92,4,"brav(e|er|en|em) verbraucher(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,,"brav(e|er|en|em) wahlberechtigte(n|r)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenemwahlberechtigtenr",TRUE,FALSE,FALSE,2019-04-11,0,0.90,4,"brav(e|er|en|em) wahlberechtigte(n|r)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,,"brav(e|er|en|em) wähler(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenemwählersninnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.89,4,"brav(e|er|en|em) wähler(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,,"brav(e|er|en|em) werktätige(n|r)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenemwerktätigenr",TRUE,FALSE,FALSE,2019-04-11,0,0.90,4,"brav(e|er|en|em) werktätige(n|r)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,,"brav(e|er|en) frau(en)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenfrauen",TRUE,FALSE,FALSE,2019-04-11,0,0.95,4,"brav(e|er|en) frau(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,,"brav(e|er|en) (frauen und männer(n)?|männer(n?) und frauen)","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenfrauenundmännernmännernundfrauen",TRUE,FALSE,FALSE,2019-04-11,0,0.92,4,"brav(e|er|en) (frauen und männer(n)?|männer(n?) und frauen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,,"brav(e|er|en) landsfrau(en)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenlandsfrauen",TRUE,FALSE,FALSE,2019-04-11,0,0.88,4,"brav(e|er|en) landsfrau(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,,"brav(e|er|en) landsleute(n)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenlandsleuten",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"brav(e|er|en) landsleute(n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,,"brav(e|er|en) leute(n)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenleuten",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"brav(e|er|en) leute(n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,,"brav(e|er|en) masse(n)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenmassen",TRUE,FALSE,FALSE,2019-04-11,0,0.90,4,"brav(e|er|en) masse(n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,,"brav(e|er|en) mehrheit","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenmehrheit",TRUE,FALSE,FALSE,2019-04-11,0,0.88,4,"brav(e|er|en) mehrheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,,"brav(e|er|en) wählerschaft","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveerenwählerschaft",TRUE,FALSE,FALSE,2019-04-11,0,0.89,4,"brav(e|er|en) wählerschaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,,"brav(e|er|es|en|em) landsm(a|ä)nn(er|s|es|e|ern)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveeresenemlandsmaännerseseern",TRUE,FALSE,FALSE,2019-04-11,0,0.89,4,"brav(e|er|es|en|em) landsm(a|ä)nn(er|s|es|e|ern)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,,"brav(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveeresenemmaännerseseern",TRUE,FALSE,FALSE,2019-04-11,0,0.88,4,"brav(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,,"brav(e|er|es|en|em) mensch(en)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveeresenemmenschen",TRUE,FALSE,FALSE,2019-04-11,0,0.90,4,"brav(e|er|es|en|em) mensch(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,,"brav(e|es|en|em) volk(s|es|e)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveesenemvolksese",TRUE,FALSE,FALSE,2019-04-11,0,1.49,4,"brav(e|es|en|em) volk(s|es|e)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,,"brav(e|es|en|em) wahlvolk(s|es|e)?","ehrliche menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","braveesenemwahlvolksese",TRUE,FALSE,FALSE,2019-04-11,0,1.06,4,"brav(e|es|en|em) wahlvolk(s|es|e)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,,"braven vielen","ehrliche menschen","advocative","people-centrism","none",0,0,1,0,0,"never appeared term","bravenvielen",TRUE,FALSE,FALSE,2019-04-11,0,1.00,4,"braven vielen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,,"brav(.*) hackler(.*)","zzz_none","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","bravhackler",TRUE,FALSE,FALSE,2019-04-08,0,1.18,4,"brav(.*) hackler(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,,"brav(.*) sterbliche(.*)","zzz_none","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","bravsterbliche",TRUE,FALSE,FALSE,2019-04-08,0,1.34,4,"brav(.*) sterbliche(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,,"br(i|e)chen ([^[:space:]]*)medien","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechen[^[:space:]]medien",TRUE,FALSE,FALSE,2019-04-11,0,0.90,4,"br(i|e)chen ([^[:space:]]*)medien",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,,"br(i|e)chen (.* )?fachleute","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechenfachleute",TRUE,FALSE,FALSE,2019-04-11,0,0.93,4,"br(i|e)chen (.* )?fachleute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,,"br(i|e)chen (.* )?multis","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechenmultis",TRUE,FALSE,FALSE,2019-04-11,0,0.94,4,"br(i|e)chen (.* )?multis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,,"br(i|e)chen (.* )?parteien","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechenparteien",TRUE,FALSE,FALSE,2019-04-11,0,0.88,4,"br(i|e)chen (.* )?parteien",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,,"br(i|e)ch(t|en) ([^[:space:]]*)elite(n)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechten[^[:space:]]eliten",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"br(i|e)ch(t|en) ([^[:space:]]*)elite(n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,,"br(i|e)ch(t|en) ([^[:space:]]*)establishment","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechten[^[:space:]]establishment",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"br(i|e)ch(t|en) ([^[:space:]]*)establishment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,,"br(i|e)ch(t|en) ([^[:space:]]*)kapitalist(en|in|innen)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechten[^[:space:]]kapitalistenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.89,4,"br(i|e)ch(t|en) ([^[:space:]]*)kapitalist(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,,"br(i|e)ch(t|en) ([^[:space:]]*)konzern(e)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechten[^[:space:]]konzerne",TRUE,FALSE,FALSE,2019-04-11,0,0.90,4,"br(i|e)ch(t|en) ([^[:space:]]*)konzern(e)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,,"br(i|e)ch(t|en) ([^[:space:]]*)partei(en)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,1,1,0,0,"never appeared term","briechten[^[:space:]]parteien",TRUE,FALSE,FALSE,2019-04-11,0,0.95,4,"br(i|e)ch(t|en) ([^[:space:]]*)partei(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,,"br(i|e)ch(t|en) (.* )?bürokrat(en|in|innen)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenbürokratenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"br(i|e)ch(t|en) (.* )?bürokrat(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,,"br(i|e)ch(t|en) (.* )?bürokratie","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenbürokratie",TRUE,FALSE,FALSE,2019-04-11,0,0.92,4,"br(i|e)ch(t|en) (.* )?bürokratie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,,"br(i|e)ch(t|en) (.* )?expert(e|en|in|innen)","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenexperteenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"br(i|e)ch(t|en) (.* )?expert(e|en|in|innen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,,"br(i|e)ch(t|en) (.* )?fachfrau(en)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenfachfrauen",TRUE,FALSE,FALSE,2019-04-11,0,0.89,4,"br(i|e)ch(t|en) (.* )?fachfrau(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,,"br(i|e)ch(t|en) (.* )?fachm(a|ä)nn(er)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenfachmaänner",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"br(i|e)ch(t|en) (.* )?fachm(a|ä)nn(er)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,,"br(i|e)ch(t|en) (.* )?forscher(innen|in)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenforscherinnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.92,4,"br(i|e)ch(t|en) (.* )?forscher(innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,,"br(i|e)ch(t|en) (.* )?forschung","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenforschung",TRUE,FALSE,FALSE,2019-04-11,0,0.89,4,"br(i|e)ch(t|en) (.* )?forschung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,,"br(i|e)ch(t|en) (.* )?gelehrte(n|r)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtengelehrtenr",TRUE,FALSE,FALSE,2019-04-11,0,0.89,4,"br(i|e)ch(t|en) (.* )?gelehrte(n|r)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,,"br(i|e)ch(t|en) (.* )?gro(ß|ss)unternehme(r|rin|rinnen|n)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtengroßssunternehmerrinrinnenn",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"br(i|e)ch(t|en) (.* )?gro(ß|ss)unternehme(r|rin|rinnen|n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,,"br(i|e)ch(t|en) (.* )?herrschende(n|r)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenherrschendenr",TRUE,FALSE,FALSE,2019-04-11,0,0.90,4,"br(i|e)ch(t|en) (.* )?herrschende(n|r)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,,"br(i|e)ch(t|en) (.* )?intellektuelle(n|r)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenintellektuellenr",TRUE,FALSE,FALSE,2019-04-11,0,0.89,4,"br(i|e)ch(t|en) (.* )?intellektuelle(n|r)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,,"br(i|e)ch(t|en) (.* )?journalismus","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenjournalismus",TRUE,FALSE,FALSE,2019-04-11,0,0.88,4,"br(i|e)ch(t|en) (.* )?journalismus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,,"br(i|e)ch(t|en) (.* )?journalist(en|in|innen)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenjournalistenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"br(i|e)ch(t|en) (.* )?journalist(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,,"br(i|e)ch(t|en) (.* )?konglomerat(e)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenkonglomerate",TRUE,FALSE,FALSE,2019-04-11,0,0.93,4,"br(i|e)ch(t|en) (.* )?konglomerat(e)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,,"br(i|e)ch(t|en) (.* )?leistungsträger(innen|in)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenleistungsträgerinnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"br(i|e)ch(t|en) (.* )?leistungsträger(innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,,"br(i|e)ch(t|en) (.* )?medienvertreter(innen|in)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,1,1,0,0,"never appeared term","briechtenmedienvertreterinnenin",TRUE,FALSE,FALSE,2019-04-18,0,0.94,4,"br(i|e)ch(t|en) (.* )?medienvertreter(innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,,"br(i|e)ch(t|en) (.* )?regent(en|in|innen)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenregentenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.92,4,"br(i|e)ch(t|en) (.* )?regent(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,,"br(i|e)ch(t|en) (.* )?regierende(n|r)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenregierendenr",TRUE,FALSE,FALSE,2019-04-11,0,0.97,4,"br(i|e)ch(t|en) (.* )?regierende(n|r)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,,"br(i|e)ch(t|en) (.* )?souverän","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtensouverän",TRUE,FALSE,FALSE,2019-04-11,0,0.88,4,"br(i|e)ch(t|en) (.* )?souverän",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,,"br(i|e)ch(t|en) (.* )?spezialist(en|in|innen)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenspezialistenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.92,4,"br(i|e)ch(t|en) (.* )?spezialist(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,,"br(i|e)ch(t|en) (.* )?wissenschaft(en)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenwissenschaften",TRUE,FALSE,FALSE,2019-04-11,0,0.97,4,"br(i|e)ch(t|en) (.* )?wissenschaft(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,,"br(i|e)ch(t|en) (.* )?wissenschaft(l)?er(innen|in)?","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","briechtenwissenschaftlerinnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.97,4,"br(i|e)ch(t|en) (.* )?wissenschaft(l)?er(innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,,"büezer(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinnenindienasedieschnauzesattgenugdickehabenhat",TRUE,FALSE,FALSE,2019-04-11,0,1.00,4,"büezer(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,,"büezer(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinneninhabenhatdienasedieschnauzesattgenugdicke",TRUE,FALSE,FALSE,2019-04-11,0,0.89,4,"büezer(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,,"büezer(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinneninistsindwirdwerdenwarwarenleidüberdrüssigmüdemitihrerseinergeduldamende",TRUE,FALSE,FALSE,2019-04-11,0,0.94,4,"büezer(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,,"büezer(innen|in)? (lassen|lässt) sich (.* )nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten)","menschen wehren sich","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinneninlassenlässtsichnichtlängerweitermehrgefallenaufsichsitzenbieten",TRUE,FALSE,FALSE,2019-04-11,0,0.96,4,"büezer(innen|in)? (lassen|lässt) sich (.* )nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,,"büezer(innen|in)? (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinneninleidüberdrüssigmüdemitihrerseinergeduldamendeistseinwirdwerdenwarwarensein",TRUE,FALSE,FALSE,2019-04-11,0,0.91,4,"büezer(innen|in)? (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,,"büezer(innen|in)? (.* )?nicht (.* )?(länger|mehr) (hören|sehen) (will|kann|möchte(n)?|wollen|können)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinneninnichtlängermehrhörensehenwillkannmöchtenwollenkönnen",TRUE,FALSE,FALSE,2019-04-11,0,0.97,4,"büezer(innen|in)? (.* )?nicht (.* )?(länger|mehr) (hören|sehen) (will|kann|möchte(n)?|wollen|können)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,,"büezer(innen|in)? (.* )?nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lässt)","menschen wehren sich","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinneninnichtlängerweitermehrgefallenaufsichsitzenbietenlassenlässt",TRUE,FALSE,FALSE,2019-04-11,0,0.93,4,"büezer(innen|in)? (.* )?nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lässt)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,,"büezer(innen|in)? setz(t|en) sich (.* )?zur wehr","menschen wehren sich","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinneninsetztensichzurwehr",TRUE,FALSE,FALSE,2019-04-11,0,0.88,4,"büezer(innen|in)? setz(t|en) sich (.* )?zur wehr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,,"büezer(innen|in)? sich (.* )?(wehr|widersetz|verteidig)(t|en)","menschen wehren sich","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinneninsichwehrwidersetzverteidigten",TRUE,FALSE,FALSE,2019-04-11,0,0.92,4,"büezer(innen|in)? sich (.* )?(wehr|widersetz|verteidig)(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,,"büezer(innen|in)? (.* )?versteh(t|en)","common sense","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinneninverstehten",TRUE,FALSE,FALSE,2019-04-11,0,1.11,4,"büezer(innen|in)? (.* )?versteh(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284,,"büezer(innen|in)? (wehr|widersetz|verteidig)(t|en) sich","menschen wehren sich","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","büezerinneninwehrwidersetzverteidigtensich",TRUE,FALSE,FALSE,2019-04-11,0,0.87,4,"büezer(innen|in)? (wehr|widersetz|verteidig)(t|en) sich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
