version	doi	v1	v2	v3	v4	v5	v6
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3562	"spucken"	2.4615386	1.5607362	4	4
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3563	"spulen"	1.5	1.3165612	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3564	"sp��t"	1.7098901	1.3404135	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3565	"sp��ttisch"	1.35	1.3484885	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3566	"staatssch��dling"	3.2	0.615587	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3567	"staatsterroristisch"	2.5	1.0801234	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3568	"stagnieren"	0.9444444	1.1099668	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3569	"stagnierend"	0.3	0.9486833	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3570	"stalin"	2.5	1.2899358	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3571	"stalinist"	3.1666667	0.74663997	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3572	"stalinistisch"	2.75	1.1051826	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3573	"stammbuch"	2.1	0.7378648	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3574	"stammtisch"	1.5384616	1.3301244	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3575	"standortsch��digend"	2.35	1.1367081	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3576	"standortsch��dlich"	2.9	0.7523973	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3577	"standwortwettk��mpfe"	1.1111112	1.3642255	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3578	"stapeln"	0.7	1.0593499	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3579	"starr"	1.4414414	1.2911214	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3580	"starrk��pfig"	2.9	0.7378648	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3581	"stasi"	2.5932202	1.2473233	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3582	"stau"	2.142857	1.0948088	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3583	"staub"	2.3181818	1.3933982	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3584	"staunend"	1.0	1.3093073	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3585	"stechen"	1.6923077	1.4366984	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3586	"steckenbleiben"	2.8	1.0327955	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3587	"stehend"	1.8157895	1.3828524	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3588	"stehlen"	2.6027398	0.96809846	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3589	"stehs��tze"	2.3	0.9153857	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3590	"steif"	1.7333333	1.2298958	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3591	"steigb��gelhalter"	2.6	1.0749677	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3592	"steinzeit"	2.4588234	1.2301078	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3593	"steinzeitlich"	3.0	0.6666667	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3594	"stempeln"	1.9	1.2096106	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3595	"sterben"	1.597561	1.5304301	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3596	"sterbend"	1.4090909	1.680677	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3597	"stereotyp"	1.0	1.264911	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3598	"sterilit��t"	0.7	1.1595018	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3599	"steuer"	1.9075145	1.3936391	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3600	"steuerausfall"	1.4	1.0749677	1	1
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3601	"steuerbelastung"	1.1904762	1.4703417	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3602	"steuerbetrug"	1.4090909	1.5010818	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3603	"steuerbetr��ger"	2.090909	1.3751034	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3604	"steuererh��hungskur"	1.5	1.1785113	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3605	"steuerfl��chtling"	2.1296296	1.3540703	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3606	"steuergeldverschwendung"	2.8275862	1.1041793	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3607	"steuerhinterziehung"	2.53125	1.1635423	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3608	"steuerlast"	2.5454545	0.93419874	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3609	"steuerlawine"	2.2258065	1.1168312	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3610	"steuerprivilegium"	2.2	1.0327955	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3611	"steuerstreit"	2.4	0.9660918	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3612	"steuers��nder"	2.2	0.7888106	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3613	"steuervernaderung"	2.0	1.0540925	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3614	"steuerwahn"	2.724138	0.88222736	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3615	"stichelei"	2.1794872	1.048101	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3616	"sticheln"	1.8095238	1.0304877	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3617	"stigmatisation"	1.6315789	1.2565618	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3618	"stigmatisieren"	2.580645	0.92282873	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3619	"stigmatisierung"	2.1935484	1.0138822	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3620	"stigmtatisierend"	2.6	1.0749677	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3621	"stilisieren"	1.4545455	1.2933396	2	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3622	"stilllegen"	2.8	0.615587	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3623	"stillstand"	1.9210526	1.2879977	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3624	"stimmenfang"	1.4827586	1.4298024	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3625	"stimmenf��nger"	2.9	0.99442893	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3626	"stimmenjagd"	2.0	1.3333334	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3627	"stimmenkauf"	2.909091	1.1361818	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3628	"stimmungsmache"	1.3809524	1.2835962	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3629	"stinken"	2.9833333	0.7246663	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3630	"stinkend"	3.4	0.5163978	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3631	"stolpern"	2.9	0.87559503	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3632	"stolperstein"	2.4545455	1.1281521	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3633	"stop"	1.6363636	1.0269107	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3634	"stopp"	1.227848	1.2603354	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3635	"stoppen"	1.3070866	1.3715465	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3636	"stornieren"	2.4	1.0749677	2	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3637	"sto��en"	1.9477612	1.092126	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3638	"strafandrohung"	2.4	1.1737878	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3639	"strafanzeige"	2.15	1.1367081	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3640	"strafbar"	1.5967742	1.4537648	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3641	"strafbestimmung"	2.6363637	1.120065	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3642	"strafe"	0.9929078	1.2955774	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3643	"strafen"	2.3333333	1.230915	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3644	"strafend"	0.5	1.0801234	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3645	"straff��llig"	1.4166666	1.2401124	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3646	"strafgericht"	1.9090909	1.0444659	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3647	"strafm��ndig"	0.8888889	1.1666666	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3648	"strafm��ndigkeit"	0.75	0.8864053	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3649	"strafrechtlich"	1.8317757	1.4040775	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3650	"straftat"	1.5476191	1.4348006	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3651	"straftatbestand"	0.8	1.0327955	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3652	"strafversch��rfung"	0.8181818	1.1677485	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3653	"strafzahlung"	0.8	0.9189366	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3654	"strahlkraft"	0.6666667	1.0730867	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3655	"strapaze"	2.7	0.6749486	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3656	"strategisch"	1.8076923	1.4427538	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3657	"stra��enprostitution"	0.6363636	0.9244163	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3658	"streichen"	1.7142857	1.4242792	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3659	"streichung"	2.0392158	1.2159076	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3660	"streik"	1.75	1.3605381	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3661	"streit"	0.98734176	1.212509	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3662	"streiterei"	2.5	0.52704626	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3663	"streitig"	1.5	1.5063967	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3664	"streitigkeit"	1.8	1.4363697	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3665	"streng"	1.442953	1.4255513	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3666	"streuen"	2.0196078	1.3782626	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3667	"strikt"	1.244898	1.299529	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3668	"strizzi"	2.2063491	1.3459464	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3669	"strolch"	1.6	1.4298407	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3670	"strotzen"	2.6363637	1.0269107	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3671	"strukturreform"	1.1818181	1.4354811	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3672	"str��uben"	1.8	1.0327955	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3673	"stumm"	2.1818182	1.1677485	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3674	"stur"	2.0277777	1.2330225	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3675	"sturheit"	1.9090909	1.0444659	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3676	"sturm"	1.9263158	1.2225027	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3677	"sturz"	2.1363637	1.0821255	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3678	"st��ndig"	2.0384614	1.1846837	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3679	"st��nkerei"	1.75	1.4823524	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3680	"st��nkern"	1.45	1.1909748	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3681	"st��ren"	1.8699187	1.1591358	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3682	"st��renfried"	1.7833333	1.271427	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3683	"st��rrisch"	2.4666667	0.7760792	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3684	"st��rung"	1.3448275	1.2894036	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3685	"st��mperhaft"	3.6	0.5163978	4	4
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3686	"st��rzen"	1.2881356	1.37779	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3687	"substanzlos"	3.1	0.31622776	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3688	"sucht"	1.1111112	1.3642255	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3689	"suchtgift"	0.94736844	1.4327008	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3690	"suggerieren"	1.3142858	1.3009369	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3691	"suizidgef��hrdet"	3.3	0.4830459	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3692	"sumpf"	2.28125	1.1704527	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3693	"superfrech"	1.1	1.4491377	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3694	"supergau"	2.7179487	0.7236137	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3695	"superreich"	1.8181819	1.4709305	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3696	"symptom"	2.5555556	1.0416176	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3697	"symptomatisch"	2.7	0.7497126	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3698	"syndrom"	0.3	0.9486833	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3699	"systematisch"	2.6451614	0.87743515	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3700	"systembruch"	2.1754386	1.1820503	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3701	"systemerhalter"	2.5454545	1.0357255	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3702	"s��gen"	3.2	0.42163703	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3703	"s��umig"	2.0681818	0.9498525	2	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3704	"s��umigkeit"	2.8	0.7677719	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3705	"s��ldnertrupp"	1.8571428	1.2363541	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3706	"s��nde"	2.25	1.332785	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3707	"s��ndefall"	2.7	0.9486833	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3708	"s��ndenbock"	2.45	1.0609623	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3709	"s��ndenfall"	2.45	0.94451326	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3710	"s��ndenregister"	2.2	0.6324555	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3711	"s��ndteuer"	2.7	0.6749486	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3712	"s��ndteure"	2.7272727	1.00905	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3713	"s��ndteureen"	2.2941177	1.1188229	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3714	"tabu"	1.2571429	1.3153025	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3715	"tabubruchen"	0.5652174	0.99206334	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3716	"tabuisieren"	2.0	1.2247449	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3717	"tabuthema"	1.5	1.4323841	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3718	"tachinieren"	2.14	1.3094631	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3719	"tadel"	2.3636363	1.120065	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3720	"tadeln"	1.4	1.0954452	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3721	"taktieren"	2.2727273	1.1037128	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3722	"taktik"	0.75	1.1131624	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3723	"tanzb��r"	0.15	0.6708204	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3724	"tappen"	2.4285715	1.085219	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3725	"tarnen"	2.7	0.9233805	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3726	"tat"	2.0710058	1.2890286	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3727	"tatbestand"	2.2682927	1.2252426	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3728	"tatenlos"	2.3628318	1.0695622	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3729	"tatort"	1.3478261	1.747952	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3730	"tats��chlich"	1.7755556	1.2961577	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3731	"taub"	2.3178294	0.94360095	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3732	"tauchstation"	2.4	1.264911	2	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3733	"taumeln"	2.7	0.6749486	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3734	"technisch"	2.0625	1.2295699	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3735	"teilweise"	2.0135746	1.3228056	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3736	"telekomskandal"	1.5	1.1785113	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3737	"tendenzi��s"	2.4545455	1.0357255	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3738	"terror"	2.0882354	1.5524203	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3739	"terroranschlag"	2.9	1.1005049	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3740	"terrorisieren"	3.0	0.47140452	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3741	"terroristisch"	3.2	0.9189366	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3742	"test"	0.5869565	0.9792534	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3743	"testen"	1.6666666	1.428869	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3744	"teuer"	2.276888	1.136848	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3745	"teuerung"	1.9575758	1.2511045	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3746	"teuerungsgeplagt"	0.6	0.6992059	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3747	"teuerungsrat"	2.4545455	1.1281521	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3748	"teufel"	1.6	1.3818552	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3749	"teufelskreis"	0.1	0.31622776	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3750	"teufelsstrateg"	2.9	0.87559503	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3751	"teufelungsdiskussion"	1.1	1.197219	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3752	"theaterdonner"	2.6	0.84327406	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3753	"theatralisch"	2.4	0.9660918	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3754	"thematisierung"	0.27272728	0.90453404	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3755	"themenarm"	2.857143	0.9636241	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3756	"ticken"	2.3809524	1.103263	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3757	"tickend"	2.483871	1.1795753	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3758	"tief"	2.0292683	1.4816266	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3759	"tiefpunkt"	2.5034964	1.0539939	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3760	"tiefschlag"	2.514563	0.948312	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3761	"tierqu��lerei"	1.3	1.4944341	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3762	"tirade"	3.1	0.7378648	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3763	"toben"	1.8731344	1.2885945	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3764	"tobend"	1.7	1.3374935	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3765	"tod"	1.4594594	1.4636152	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3766	"todernst"	0.8	0.9189366	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3767	"todesfall"	1.5454545	1.2933396	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3768	"todesrat"	2.5	0.9718253	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3769	"todesstrafe"	1.4494382	1.5000851	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3770	"tode��to��"	2.7272727	1.4206272	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3771	"toilette"	2.5238094	1.0779169	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3772	"toleranzgrenze"	2.5	1.0801234	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3773	"toll"	0.88	1.3652047	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3774	"tollerei"	1.7435898	1.2319965	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3775	"tollpatschig"	2.362069	1.0546185	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3776	"tonne"	1.2380953	1.4108424	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3777	"topfen"	2.6	0.9660918	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3778	"torpedieren"	2.2844827	1.1018249	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3779	"torpedo"	2.5	0.70710677	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3780	"torschluss"	2.6	0.9660918	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3781	"tot"	1.9666667	1.6971228	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3782	"totalabsturz"	2.3	1.3374935	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3783	"totalangriff"	2.3	0.8232726	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3784	"totalblockade"	2.65	0.875094	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3785	"totalit��r"	2.209091	1.181629	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3786	"tote"	1.7777778	1.5861032	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3787	"totengrab"	2.5584416	1.2926259	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3788	"totschlag"	2.3333333	1.4142135	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3789	"totschlagargument"	2.6578948	0.814607	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3790	"totschlagmethode"	2.2222223	1.3944334	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3791	"totschl��ger"	3.05	0.39403448	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3792	"totzuschweigen"	2.6	0.5163978	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3793	"tourismusfeindlich"	2.6	0.84327406	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3794	"traditionell"	0.8888889	1.2327665	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3795	"tragend"	1.9565217	1.1862186	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3796	"tragik"	2.25	1.3887302	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3797	"tragisch"	1.8	1.2949007	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3798	"trag��die"	1.4603175	1.468216	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3799	"trampeln"	2.2	1.3165612	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3800	"trauer"	1.15	1.4608938	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3801	"trauerspiel"	3.0	0.47140452	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	3802	"trauerst��ck"	2.85	0.7451598	3	3
